


EXPERIMENT: input length 3
[2019-04-26 18:45] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 425.04, Accuracy = 0.12, Loss = 2.303
[2019-04-26 18:47] Train Step 9210/10000, Batch Size = 128, Examples/Sec = 35580.28, Accuracy = 0.33, Loss = 1.854
[2019-04-26 18:47] Train Step 9220/10000, Batch Size = 128, Examples/Sec = 35829.61, Accuracy = 0.30, Loss = 1.861
[2019-04-26 18:47] Train Step 9230/10000, Batch Size = 128, Examples/Sec = 35655.90, Accuracy = 0.24, Loss = 1.946
[2019-04-26 18:47] Train Step 9240/10000, Batch Size = 128, Examples/Sec = 36114.01, Accuracy = 0.31, Loss = 1.900
[2019-04-26 18:47] Train Step 9250/10000, Batch Size = 128, Examples/Sec = 36017.10, Accuracy = 0.37, Loss = 1.817
[2019-04-26 18:47] Train Step 9260/10000, Batch Size = 128, Examples/Sec = 35815.27, Accuracy = 0.27, Loss = 1.908
[2019-04-26 18:47] Train Step 9270/10000, Batch Size = 128, Examples/Sec = 35935.13, Accuracy = 0.35, Loss = 1.883
[2019-04-26 18:47] Train Step 9280/10000, Batch Size = 128, Examples/Sec = 35777.08, Accuracy = 0.28, Loss = 1.892
[2019-04-26 18:47] Train Step 9290/10000, Batch Size = 128, Examples/Sec = 35949.57, Accuracy = 0.26, Loss = 1.969
[2019-04-26 18:47] Train Step 9300/10000, Batch Size = 128, Examples/Sec = 35653.53, Accuracy = 0.30, Loss = 1.898
[2019-04-26 18:47] Train Step 9310/10000, Batch Size = 128, Examples/Sec = 35851.15, Accuracy = 0.38, Loss = 1.826
[2019-04-26 18:47] Train Step 9320/10000, Batch Size = 128, Examples/Sec = 35613.33, Accuracy = 0.23, Loss = 1.889
[2019-04-26 18:47] Train Step 9330/10000, Batch Size = 128, Examples/Sec = 35973.66, Accuracy = 0.27, Loss = 1.859
[2019-04-26 18:47] Train Step 9340/10000, Batch Size = 128, Examples/Sec = 35935.13, Accuracy = 0.28, Loss = 1.866
[2019-04-26 18:47] Train Step 9350/10000, Batch Size = 128, Examples/Sec = 36060.65, Accuracy = 0.26, Loss = 1.895
[2019-04-26 18:47] Train Step 9360/10000, Batch Size = 128, Examples/Sec = 35653.53, Accuracy = 0.34, Loss = 1.822
[2019-04-26 18:47] Train Step 9370/10000, Batch Size = 128, Examples/Sec = 35467.46, Accuracy = 0.30, Loss = 1.887
[2019-04-26 18:47] Train Step 9380/10000, Batch Size = 128, Examples/Sec = 35841.57, Accuracy = 0.37, Loss = 1.887
[2019-04-26 18:47] Train Step 9390/10000, Batch Size = 128, Examples/Sec = 35961.61, Accuracy = 0.26, Loss = 1.907
[2019-04-26 18:47] Train Step 9400/10000, Batch Size = 128, Examples/Sec = 35585.00, Accuracy = 0.35, Loss = 1.899
[2019-04-26 18:47] Train Step 9410/10000, Batch Size = 128, Examples/Sec = 35810.49, Accuracy = 0.30, Loss = 1.851
[2019-04-26 18:47] Train Step 9420/10000, Batch Size = 128, Examples/Sec = 35644.07, Accuracy = 0.36, Loss = 1.798
[2019-04-26 18:47] Train Step 9430/10000, Batch Size = 128, Examples/Sec = 35988.13, Accuracy = 0.24, Loss = 1.883
[2019-04-26 18:47] Train Step 9440/10000, Batch Size = 128, Examples/Sec = 36065.49, Accuracy = 0.28, Loss = 1.865
[2019-04-26 18:47] Train Step 9450/10000, Batch Size = 128, Examples/Sec = 35939.95, Accuracy = 0.32, Loss = 1.874
[2019-04-26 18:47] Train Step 9460/10000, Batch Size = 128, Examples/Sec = 35758.02, Accuracy = 0.30, Loss = 1.807
[2019-04-26 18:47] Train Step 9470/10000, Batch Size = 128, Examples/Sec = 35717.58, Accuracy = 0.33, Loss = 1.873
[2019-04-26 18:47] Train Step 9480/10000, Batch Size = 128, Examples/Sec = 35863.12, Accuracy = 0.32, Loss = 1.846
[2019-04-26 18:47] Train Step 9490/10000, Batch Size = 128, Examples/Sec = 36121.30, Accuracy = 0.31, Loss = 1.879
[2019-04-26 18:47] Train Step 9500/10000, Batch Size = 128, Examples/Sec = 35544.95, Accuracy = 0.29, Loss = 1.899
[2019-04-26 18:47] Train Step 9510/10000, Batch Size = 128, Examples/Sec = 35674.86, Accuracy = 0.31, Loss = 1.876
[2019-04-26 18:47] Train Step 9520/10000, Batch Size = 128, Examples/Sec = 35846.36, Accuracy = 0.30, Loss = 1.909
[2019-04-26 18:47] Train Step 9530/10000, Batch Size = 128, Examples/Sec = 35884.69, Accuracy = 0.32, Loss = 1.934
[2019-04-26 18:47] Train Step 9540/10000, Batch Size = 128, Examples/Sec = 35980.89, Accuracy = 0.27, Loss = 1.920
[2019-04-26 18:47] Train Step 9550/10000, Batch Size = 128, Examples/Sec = 36009.85, Accuracy = 0.27, Loss = 1.884
[2019-04-26 18:47] Train Step 9560/10000, Batch Size = 128, Examples/Sec = 35973.66, Accuracy = 0.27, Loss = 1.881
[2019-04-26 18:47] Train Step 9570/10000, Batch Size = 128, Examples/Sec = 36116.44, Accuracy = 0.30, Loss = 1.905
[2019-04-26 18:47] Train Step 9580/10000, Batch Size = 128, Examples/Sec = 36026.77, Accuracy = 0.34, Loss = 1.816
[2019-04-26 18:47] Train Step 9590/10000, Batch Size = 128, Examples/Sec = 36089.74, Accuracy = 0.29, Loss = 1.872
[2019-04-26 18:47] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 36084.88, Accuracy = 0.32, Loss = 1.812
[2019-04-26 18:47] Train Step 9610/10000, Batch Size = 128, Examples/Sec = 35923.11, Accuracy = 0.30, Loss = 1.904
[2019-04-26 18:47] Train Step 9620/10000, Batch Size = 128, Examples/Sec = 36072.76, Accuracy = 0.30, Loss = 1.905
[2019-04-26 18:47] Train Step 9630/10000, Batch Size = 128, Examples/Sec = 36087.31, Accuracy = 0.29, Loss = 1.816
[2019-04-26 18:47] Train Step 9640/10000, Batch Size = 128, Examples/Sec = 35959.20, Accuracy = 0.27, Loss = 1.891
[2019-04-26 18:47] Train Step 9650/10000, Batch Size = 128, Examples/Sec = 36121.30, Accuracy = 0.29, Loss = 1.845
[2019-04-26 18:47] Train Step 9660/10000, Batch Size = 128, Examples/Sec = 36031.60, Accuracy = 0.41, Loss = 1.736
[2019-04-26 18:47] Train Step 9670/10000, Batch Size = 128, Examples/Sec = 35911.10, Accuracy = 0.34, Loss = 1.873
[2019-04-26 18:47] Train Step 9680/10000, Batch Size = 128, Examples/Sec = 35939.95, Accuracy = 0.30, Loss = 1.866
[2019-04-26 18:47] Train Step 9690/10000, Batch Size = 128, Examples/Sec = 36084.88, Accuracy = 0.28, Loss = 1.896
[2019-04-26 18:47] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 35808.10, Accuracy = 0.34, Loss = 1.798
[2019-04-26 18:47] Train Step 9710/10000, Batch Size = 128, Examples/Sec = 35935.13, Accuracy = 0.29, Loss = 1.897
[2019-04-26 18:47] Train Step 9720/10000, Batch Size = 128, Examples/Sec = 35841.57, Accuracy = 0.28, Loss = 1.885
[2019-04-26 18:47] Train Step 9730/10000, Batch Size = 128, Examples/Sec = 35903.89, Accuracy = 0.23, Loss = 1.890
[2019-04-26 18:47] Train Step 9740/10000, Batch Size = 128, Examples/Sec = 35956.80, Accuracy = 0.30, Loss = 1.871
[2019-04-26 18:47] Train Step 9750/10000, Batch Size = 128, Examples/Sec = 35526.13, Accuracy = 0.30, Loss = 1.895
[2019-04-26 18:47] Train Step 9760/10000, Batch Size = 128, Examples/Sec = 35594.44, Accuracy = 0.39, Loss = 1.819
[2019-04-26 18:47] Train Step 9770/10000, Batch Size = 128, Examples/Sec = 35882.30, Accuracy = 0.26, Loss = 1.906
[2019-04-26 18:47] Train Step 9780/10000, Batch Size = 128, Examples/Sec = 35858.33, Accuracy = 0.33, Loss = 1.860
[2019-04-26 18:47] Train Step 9790/10000, Batch Size = 128, Examples/Sec = 35512.03, Accuracy = 0.30, Loss = 1.851
[2019-04-26 18:47] Train Step 9800/10000, Batch Size = 128, Examples/Sec = 36155.36, Accuracy = 0.38, Loss = 1.857
[2019-04-26 18:47] Train Step 9810/10000, Batch Size = 128, Examples/Sec = 35786.62, Accuracy = 0.31, Loss = 1.877
[2019-04-26 18:47] Train Step 9820/10000, Batch Size = 128, Examples/Sec = 35817.66, Accuracy = 0.30, Loss = 1.872
[2019-04-26 18:47] Train Step 9830/10000, Batch Size = 128, Examples/Sec = 35985.72, Accuracy = 0.32, Loss = 1.850
[2019-04-26 18:47] Train Step 9840/10000, Batch Size = 128, Examples/Sec = 35951.98, Accuracy = 0.36, Loss = 1.864
[2019-04-26 18:47] Train Step 9850/10000, Batch Size = 128, Examples/Sec = 35992.95, Accuracy = 0.30, Loss = 1.966
[2019-04-26 18:47] Train Step 9860/10000, Batch Size = 128, Examples/Sec = 35698.58, Accuracy = 0.35, Loss = 1.851
[2019-04-26 18:47] Train Step 9870/10000, Batch Size = 128, Examples/Sec = 35925.52, Accuracy = 0.29, Loss = 1.876
[2019-04-26 18:47] Train Step 9880/10000, Batch Size = 128, Examples/Sec = 35846.36, Accuracy = 0.31, Loss = 1.820
[2019-04-26 18:47] Train Step 9890/10000, Batch Size = 128, Examples/Sec = 36121.30, Accuracy = 0.23, Loss = 1.917
[2019-04-26 18:47] Train Step 9900/10000, Batch Size = 128, Examples/Sec = 35891.89, Accuracy = 0.33, Loss = 1.862
[2019-04-26 18:47] Train Step 9910/10000, Batch Size = 128, Examples/Sec = 35660.64, Accuracy = 0.34, Loss = 1.836
[2019-04-26 18:47] Train Step 9920/10000, Batch Size = 128, Examples/Sec = 35779.47, Accuracy = 0.26, Loss = 1.965
[2019-04-26 18:47] Train Step 9930/10000, Batch Size = 128, Examples/Sec = 35722.33, Accuracy = 0.29, Loss = 1.875
[2019-04-26 18:47] Train Step 9940/10000, Batch Size = 128, Examples/Sec = 35891.89, Accuracy = 0.29, Loss = 1.847
[2019-04-26 18:47] Train Step 9950/10000, Batch Size = 128, Examples/Sec = 35684.34, Accuracy = 0.24, Loss = 1.929
[2019-04-26 18:47] Train Step 9960/10000, Batch Size = 128, Examples/Sec = 35658.27, Accuracy = 0.26, Loss = 1.872
[2019-04-26 18:47] Train Step 9970/10000, Batch Size = 128, Examples/Sec = 35460.43, Accuracy = 0.28, Loss = 1.900
[2019-04-26 18:47] Train Step 9980/10000, Batch Size = 128, Examples/Sec = 35824.83, Accuracy = 0.25, Loss = 1.895
[2019-04-26 18:47] Train Step 9990/10000, Batch Size = 128, Examples/Sec = 35137.83, Accuracy = 0.28, Loss = 1.910
[2019-04-26 18:47] Train Step 10000/10000, Batch Size = 128, Examples/Sec = 35867.91, Accuracy = 0.24, Loss = 1.861



EXPERIMENT: input length 5
[2019-04-26 18:47] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 10641.64, Accuracy = 0.14, Loss = 2.303
[2019-04-26 18:47] Train Step 0010/10000, Batch Size = 128, Examples/Sec = 25247.88, Accuracy = 0.07, Loss = 2.302
[2019-04-26 18:47] Train Step 0020/10000, Batch Size = 128, Examples/Sec = 25079.22, Accuracy = 0.07, Loss = 2.302
[2019-04-26 18:47] Train Step 0030/10000, Batch Size = 128, Examples/Sec = 25106.20, Accuracy = 0.07, Loss = 2.296
[2019-04-26 18:47] Train Step 0040/10000, Batch Size = 128, Examples/Sec = 25088.60, Accuracy = 0.09, Loss = 2.302
[2019-04-26 18:47] Train Step 0050/10000, Batch Size = 128, Examples/Sec = 25244.32, Accuracy = 0.14, Loss = 2.307
[2019-04-26 18:47] Train Step 0060/10000, Batch Size = 128, Examples/Sec = 25076.88, Accuracy = 0.10, Loss = 2.306
[2019-04-26 18:47] Train Step 0070/10000, Batch Size = 128, Examples/Sec = 25114.42, Accuracy = 0.09, Loss = 2.309
[2019-04-26 18:47] Train Step 0080/10000, Batch Size = 128, Examples/Sec = 24982.36, Accuracy = 0.15, Loss = 2.282
[2019-04-26 18:47] Train Step 0090/10000, Batch Size = 128, Examples/Sec = 25250.25, Accuracy = 0.09, Loss = 2.312
[2019-04-26 18:47] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 25199.29, Accuracy = 0.17, Loss = 2.289
[2019-04-26 18:47] Train Step 0110/10000, Batch Size = 128, Examples/Sec = 25122.64, Accuracy = 0.14, Loss = 2.293
[2019-04-26 18:47] Train Step 0120/10000, Batch Size = 128, Examples/Sec = 24987.01, Accuracy = 0.15, Loss = 2.287
[2019-04-26 18:47] Train Step 0130/10000, Batch Size = 128, Examples/Sec = 24971.90, Accuracy = 0.06, Loss = 2.298
[2019-04-26 18:47] Train Step 0140/10000, Batch Size = 128, Examples/Sec = 25005.63, Accuracy = 0.13, Loss = 2.292
[2019-04-26 18:47] Train Step 0150/10000, Batch Size = 128, Examples/Sec = 25105.02, Accuracy = 0.13, Loss = 2.283
[2019-04-26 18:47] Train Step 0160/10000, Batch Size = 128, Examples/Sec = 25169.76, Accuracy = 0.16, Loss = 2.292
[2019-04-26 18:47] Train Step 0170/10000, Batch Size = 128, Examples/Sec = 25157.96, Accuracy = 0.15, Loss = 2.292
[2019-04-26 18:47] Train Step 0180/10000, Batch Size = 128, Examples/Sec = 25024.28, Accuracy = 0.15, Loss = 2.284
[2019-04-26 18:47] Train Step 0190/10000, Batch Size = 128, Examples/Sec = 25052.31, Accuracy = 0.12, Loss = 2.295
[2019-04-26 18:47] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 25139.11, Accuracy = 0.12, Loss = 2.287
[2019-04-26 18:47] Train Step 0210/10000, Batch Size = 128, Examples/Sec = 25271.65, Accuracy = 0.12, Loss = 2.298
[2019-04-26 18:47] Train Step 0220/10000, Batch Size = 128, Examples/Sec = 25120.29, Accuracy = 0.11, Loss = 2.274
[2019-04-26 18:47] Train Step 0230/10000, Batch Size = 128, Examples/Sec = 25244.32, Accuracy = 0.16, Loss = 2.300
[2019-04-26 18:47] Train Step 0240/10000, Batch Size = 128, Examples/Sec = 25089.77, Accuracy = 0.11, Loss = 2.282
[2019-04-26 18:47] Train Step 0250/10000, Batch Size = 128, Examples/Sec = 25162.68, Accuracy = 0.15, Loss = 2.278
[2019-04-26 18:47] Train Step 0260/10000, Batch Size = 128, Examples/Sec = 25322.91, Accuracy = 0.08, Loss = 2.300
[2019-04-26 18:47] Train Step 0270/10000, Batch Size = 128, Examples/Sec = 25243.13, Accuracy = 0.17, Loss = 2.281
[2019-04-26 18:47] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 25362.38, Accuracy = 0.16, Loss = 2.292
[2019-04-26 18:47] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 25427.25, Accuracy = 0.20, Loss = 2.285
[2019-04-26 18:47] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 25161.50, Accuracy = 0.16, Loss = 2.278
[2019-04-26 18:47] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 21524.77, Accuracy = 0.15, Loss = 2.286
[2019-04-26 18:47] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 25301.42, Accuracy = 0.16, Loss = 2.273
[2019-04-26 18:47] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 25186.29, Accuracy = 0.15, Loss = 2.292
[2019-04-26 18:47] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 25312.16, Accuracy = 0.13, Loss = 2.284
[2019-04-26 18:47] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 25188.65, Accuracy = 0.09, Loss = 2.282
[2019-04-26 18:47] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 23799.58, Accuracy = 0.17, Loss = 2.281
[2019-04-26 18:47] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 25281.17, Accuracy = 0.17, Loss = 2.270
[2019-04-26 18:47] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 25241.94, Accuracy = 0.11, Loss = 2.279
[2019-04-26 18:47] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 25337.25, Accuracy = 0.07, Loss = 2.285
[2019-04-26 18:47] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 25133.23, Accuracy = 0.20, Loss = 2.280
[2019-04-26 18:47] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 25290.70, Accuracy = 0.17, Loss = 2.278
[2019-04-26 18:47] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 25187.47, Accuracy = 0.12, Loss = 2.280
[2019-04-26 18:47] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 25294.27, Accuracy = 0.11, Loss = 2.290
[2019-04-26 18:47] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 25225.34, Accuracy = 0.18, Loss = 2.272
[2019-04-26 18:47] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 25114.42, Accuracy = 0.14, Loss = 2.281
[2019-04-26 18:47] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 25034.78, Accuracy = 0.15, Loss = 2.285
[2019-04-26 18:47] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 25222.97, Accuracy = 0.20, Loss = 2.278
[2019-04-26 18:47] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 25340.83, Accuracy = 0.16, Loss = 2.263
[2019-04-26 18:47] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 25359.99, Accuracy = 0.10, Loss = 2.278
[2019-04-26 18:47] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 25352.80, Accuracy = 0.14, Loss = 2.278
[2019-04-26 18:47] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 25097.98, Accuracy = 0.17, Loss = 2.266
[2019-04-26 18:47] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 25244.32, Accuracy = 0.09, Loss = 2.277
[2019-04-26 18:47] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 25247.88, Accuracy = 0.14, Loss = 2.272
[2019-04-26 18:47] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 25324.10, Accuracy = 0.20, Loss = 2.274
[2019-04-26 18:47] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 25358.79, Accuracy = 0.13, Loss = 2.285
[2019-04-26 18:47] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 25283.55, Accuracy = 0.12, Loss = 2.269
[2019-04-26 18:47] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 25076.88, Accuracy = 0.13, Loss = 2.269
[2019-04-26 18:47] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 25318.13, Accuracy = 0.16, Loss = 2.261
[2019-04-26 18:47] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 25250.25, Accuracy = 0.12, Loss = 2.273
[2019-04-26 18:47] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 25289.51, Accuracy = 0.13, Loss = 2.279
[2019-04-26 18:47] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 25047.63, Accuracy = 0.14, Loss = 2.274
[2019-04-26 18:47] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 25159.14, Accuracy = 0.13, Loss = 2.273
[2019-04-26 18:47] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 24656.51, Accuracy = 0.12, Loss = 2.278
[2019-04-26 18:47] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 25123.82, Accuracy = 0.17, Loss = 2.267
[2019-04-26 18:47] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 25097.98, Accuracy = 0.13, Loss = 2.272
[2019-04-26 18:47] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 24996.32, Accuracy = 0.14, Loss = 2.265
[2019-04-26 18:47] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 25082.74, Accuracy = 0.14, Loss = 2.279
[2019-04-26 18:47] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 25207.57, Accuracy = 0.08, Loss = 2.275
[2019-04-26 18:47] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 24903.56, Accuracy = 0.15, Loss = 2.263
[2019-04-26 18:47] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 25119.12, Accuracy = 0.16, Loss = 2.248
[2019-04-26 18:47] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 24788.57, Accuracy = 0.12, Loss = 2.278
[2019-04-26 18:47] Train Step 0720/10000, Batch Size = 128, Examples/Sec = 25067.51, Accuracy = 0.09, Loss = 2.268
[2019-04-26 18:47] Train Step 0730/10000, Batch Size = 128, Examples/Sec = 24913.96, Accuracy = 0.15, Loss = 2.273
[2019-04-26 18:47] Train Step 0740/10000, Batch Size = 128, Examples/Sec = 25074.54, Accuracy = 0.18, Loss = 2.257
[2019-04-26 18:47] Train Step 0750/10000, Batch Size = 128, Examples/Sec = 25224.15, Accuracy = 0.19, Loss = 2.252
[2019-04-26 18:47] Train Step 0760/10000, Batch Size = 128, Examples/Sec = 25269.27, Accuracy = 0.17, Loss = 2.269
[2019-04-26 18:47] Train Step 0770/10000, Batch Size = 128, Examples/Sec = 25139.11, Accuracy = 0.19, Loss = 2.251
[2019-04-26 18:47] Train Step 0780/10000, Batch Size = 128, Examples/Sec = 24975.39, Accuracy = 0.16, Loss = 2.265
[2019-04-26 18:47] Train Step 0790/10000, Batch Size = 128, Examples/Sec = 25139.11, Accuracy = 0.09, Loss = 2.256
[2019-04-26 18:47] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 25362.38, Accuracy = 0.13, Loss = 2.272
[2019-04-26 18:47] Train Step 0810/10000, Batch Size = 128, Examples/Sec = 25040.62, Accuracy = 0.09, Loss = 2.267
[2019-04-26 18:47] Train Step 0820/10000, Batch Size = 128, Examples/Sec = 25053.47, Accuracy = 0.13, Loss = 2.265
[2019-04-26 18:47] Train Step 0830/10000, Batch Size = 128, Examples/Sec = 25295.46, Accuracy = 0.19, Loss = 2.260
[2019-04-26 18:47] Train Step 0840/10000, Batch Size = 128, Examples/Sec = 25185.11, Accuracy = 0.16, Loss = 2.266
[2019-04-26 18:47] Train Step 0850/10000, Batch Size = 128, Examples/Sec = 25060.49, Accuracy = 0.11, Loss = 2.267
[2019-04-26 18:47] Train Step 0860/10000, Batch Size = 128, Examples/Sec = 25134.41, Accuracy = 0.19, Loss = 2.251
[2019-04-26 18:47] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 25211.13, Accuracy = 0.14, Loss = 2.258
[2019-04-26 18:47] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 25024.28, Accuracy = 0.13, Loss = 2.254
[2019-04-26 18:47] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 24902.40, Accuracy = 0.20, Loss = 2.254
[2019-04-26 18:47] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 24023.22, Accuracy = 0.08, Loss = 2.277
[2019-04-26 18:47] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 25299.04, Accuracy = 0.10, Loss = 2.274
[2019-04-26 18:47] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 25046.46, Accuracy = 0.16, Loss = 2.254
[2019-04-26 18:47] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 25288.31, Accuracy = 0.19, Loss = 2.238
[2019-04-26 18:47] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 25308.58, Accuracy = 0.22, Loss = 2.250
[2019-04-26 18:47] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 25191.02, Accuracy = 0.14, Loss = 2.267
[2019-04-26 18:47] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 25247.88, Accuracy = 0.20, Loss = 2.250
[2019-04-26 18:47] Train Step 0970/10000, Batch Size = 128, Examples/Sec = 25365.98, Accuracy = 0.13, Loss = 2.258
[2019-04-26 18:47] Train Step 0980/10000, Batch Size = 128, Examples/Sec = 25231.27, Accuracy = 0.16, Loss = 2.252
[2019-04-26 18:47] Train Step 0990/10000, Batch Size = 128, Examples/Sec = 25061.66, Accuracy = 0.18, Loss = 2.249
[2019-04-26 18:47] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 25271.65, Accuracy = 0.15, Loss = 2.263
[2019-04-26 18:47] Train Step 1010/10000, Batch Size = 128, Examples/Sec = 25250.25, Accuracy = 0.12, Loss = 2.260
[2019-04-26 18:47] Train Step 1020/10000, Batch Size = 128, Examples/Sec = 25381.57, Accuracy = 0.19, Loss = 2.255
[2019-04-26 18:47] Train Step 1030/10000, Batch Size = 128, Examples/Sec = 25068.68, Accuracy = 0.16, Loss = 2.227
[2019-04-26 18:47] Train Step 1040/10000, Batch Size = 128, Examples/Sec = 25129.70, Accuracy = 0.19, Loss = 2.246
[2019-04-26 18:47] Train Step 1050/10000, Batch Size = 128, Examples/Sec = 25303.81, Accuracy = 0.12, Loss = 2.261
[2019-04-26 18:47] Train Step 1060/10000, Batch Size = 128, Examples/Sec = 25237.20, Accuracy = 0.13, Loss = 2.251
[2019-04-26 18:47] Train Step 1070/10000, Batch Size = 128, Examples/Sec = 25351.60, Accuracy = 0.16, Loss = 2.260
[2019-04-26 18:47] Train Step 1080/10000, Batch Size = 128, Examples/Sec = 25108.55, Accuracy = 0.18, Loss = 2.238
[2019-04-26 18:47] Train Step 1090/10000, Batch Size = 128, Examples/Sec = 24644.06, Accuracy = 0.20, Loss = 2.235
[2019-04-26 18:47] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 25290.70, Accuracy = 0.12, Loss = 2.253
[2019-04-26 18:47] Train Step 1110/10000, Batch Size = 128, Examples/Sec = 25375.57, Accuracy = 0.23, Loss = 2.252
[2019-04-26 18:47] Train Step 1120/10000, Batch Size = 128, Examples/Sec = 25187.47, Accuracy = 0.23, Loss = 2.237
[2019-04-26 18:47] Train Step 1130/10000, Batch Size = 128, Examples/Sec = 25132.05, Accuracy = 0.23, Loss = 2.240
[2019-04-26 18:47] Train Step 1140/10000, Batch Size = 128, Examples/Sec = 25258.57, Accuracy = 0.23, Loss = 2.236
[2019-04-26 18:47] Train Step 1150/10000, Batch Size = 128, Examples/Sec = 25283.55, Accuracy = 0.19, Loss = 2.253
[2019-04-26 18:47] Train Step 1160/10000, Batch Size = 128, Examples/Sec = 25361.18, Accuracy = 0.17, Loss = 2.244
[2019-04-26 18:47] Train Step 1170/10000, Batch Size = 128, Examples/Sec = 25310.97, Accuracy = 0.16, Loss = 2.247
[2019-04-26 18:47] Train Step 1180/10000, Batch Size = 128, Examples/Sec = 25100.33, Accuracy = 0.19, Loss = 2.236
[2019-04-26 18:47] Train Step 1190/10000, Batch Size = 128, Examples/Sec = 25252.63, Accuracy = 0.16, Loss = 2.239
[2019-04-26 18:47] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 25168.58, Accuracy = 0.14, Loss = 2.251
[2019-04-26 18:47] Train Step 1210/10000, Batch Size = 128, Examples/Sec = 25287.12, Accuracy = 0.17, Loss = 2.246
[2019-04-26 18:47] Train Step 1220/10000, Batch Size = 128, Examples/Sec = 25391.17, Accuracy = 0.18, Loss = 2.217
[2019-04-26 18:47] Train Step 1230/10000, Batch Size = 128, Examples/Sec = 25152.07, Accuracy = 0.19, Loss = 2.251
[2019-04-26 18:47] Train Step 1240/10000, Batch Size = 128, Examples/Sec = 22149.05, Accuracy = 0.15, Loss = 2.250
[2019-04-26 18:47] Train Step 1250/10000, Batch Size = 128, Examples/Sec = 25219.42, Accuracy = 0.13, Loss = 2.252
[2019-04-26 18:47] Train Step 1260/10000, Batch Size = 128, Examples/Sec = 25161.50, Accuracy = 0.15, Loss = 2.264
[2019-04-26 18:47] Train Step 1270/10000, Batch Size = 128, Examples/Sec = 25205.21, Accuracy = 0.22, Loss = 2.228
[2019-04-26 18:47] Train Step 1280/10000, Batch Size = 128, Examples/Sec = 25126.17, Accuracy = 0.23, Loss = 2.237
[2019-04-26 18:47] Train Step 1290/10000, Batch Size = 128, Examples/Sec = 25004.47, Accuracy = 0.16, Loss = 2.249
