


EXPERIMENT: input length 3
[2019-04-30 10:39] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 318.78, Accuracy = 0.11, Loss = 2.293
[2019-04-30 10:41] Train Step 3570/10000, Batch Size = 128, Examples/Sec = 20479.53, Accuracy = 0.16, Loss = 2.244
[2019-04-30 10:41] Train Step 3580/10000, Batch Size = 128, Examples/Sec = 20826.71, Accuracy = 0.14, Loss = 2.256
[2019-04-30 10:41] Train Step 3590/10000, Batch Size = 128, Examples/Sec = 20650.47, Accuracy = 0.20, Loss = 2.245
[2019-04-30 10:41] Train Step 3600/10000, Batch Size = 128, Examples/Sec = 20661.60, Accuracy = 0.17, Loss = 2.237
[2019-04-30 10:41] Train Step 3610/10000, Batch Size = 128, Examples/Sec = 20788.81, Accuracy = 0.13, Loss = 2.249
[2019-04-30 10:41] Train Step 3620/10000, Batch Size = 128, Examples/Sec = 20928.19, Accuracy = 0.13, Loss = 2.247
[2019-04-30 10:41] Train Step 3630/10000, Batch Size = 128, Examples/Sec = 20889.11, Accuracy = 0.15, Loss = 2.257
[2019-04-30 10:41] Train Step 3640/10000, Batch Size = 128, Examples/Sec = 20907.00, Accuracy = 0.15, Loss = 2.261
[2019-04-30 10:41] Train Step 3650/10000, Batch Size = 128, Examples/Sec = 20526.51, Accuracy = 0.17, Loss = 2.237
[2019-04-30 10:41] Train Step 3660/10000, Batch Size = 128, Examples/Sec = 20907.82, Accuracy = 0.13, Loss = 2.263
[2019-04-30 10:41] Train Step 3670/10000, Batch Size = 128, Examples/Sec = 20681.49, Accuracy = 0.18, Loss = 2.247
[2019-04-30 10:41] Train Step 3680/10000, Batch Size = 128, Examples/Sec = 20802.50, Accuracy = 0.16, Loss = 2.245
[2019-04-30 10:41] Train Step 3690/10000, Batch Size = 128, Examples/Sec = 20797.66, Accuracy = 0.11, Loss = 2.256
[2019-04-30 10:41] Train Step 3700/10000, Batch Size = 128, Examples/Sec = 20774.33, Accuracy = 0.11, Loss = 2.267
[2019-04-30 10:41] Train Step 3710/10000, Batch Size = 128, Examples/Sec = 20843.69, Accuracy = 0.15, Loss = 2.249
[2019-04-30 10:41] Train Step 3720/10000, Batch Size = 128, Examples/Sec = 20707.82, Accuracy = 0.19, Loss = 2.235
[2019-04-30 10:41] Train Step 3730/10000, Batch Size = 128, Examples/Sec = 20934.72, Accuracy = 0.16, Loss = 2.250
[2019-04-30 10:41] Train Step 3740/10000, Batch Size = 128, Examples/Sec = 20762.28, Accuracy = 0.12, Loss = 2.264
[2019-04-30 10:41] Train Step 3750/10000, Batch Size = 128, Examples/Sec = 20557.16, Accuracy = 0.13, Loss = 2.258
[2019-04-30 10:41] Train Step 3760/10000, Batch Size = 128, Examples/Sec = 20888.29, Accuracy = 0.16, Loss = 2.254
[2019-04-30 10:41] Train Step 3770/10000, Batch Size = 128, Examples/Sec = 20834.79, Accuracy = 0.19, Loss = 2.238
[2019-04-30 10:41] Train Step 3780/10000, Batch Size = 128, Examples/Sec = 20758.26, Accuracy = 0.16, Loss = 2.257
[2019-04-30 10:41] Train Step 3790/10000, Batch Size = 128, Examples/Sec = 20859.08, Accuracy = 0.17, Loss = 2.240
[2019-04-30 10:41] Train Step 3800/10000, Batch Size = 128, Examples/Sec = 20711.01, Accuracy = 0.12, Loss = 2.260
[2019-04-30 10:41] Train Step 3810/10000, Batch Size = 128, Examples/Sec = 20829.94, Accuracy = 0.13, Loss = 2.260
[2019-04-30 10:41] Train Step 3820/10000, Batch Size = 128, Examples/Sec = 20746.23, Accuracy = 0.14, Loss = 2.249
[2019-04-30 10:41] Train Step 3830/10000, Batch Size = 128, Examples/Sec = 20820.25, Accuracy = 0.15, Loss = 2.263
[2019-04-30 10:41] Train Step 3840/10000, Batch Size = 128, Examples/Sec = 20780.76, Accuracy = 0.19, Loss = 2.250
[2019-04-30 10:41] Train Step 3850/10000, Batch Size = 128, Examples/Sec = 20915.96, Accuracy = 0.15, Loss = 2.234
[2019-04-30 10:41] Train Step 3860/10000, Batch Size = 128, Examples/Sec = 20665.57, Accuracy = 0.16, Loss = 2.255
[2019-04-30 10:41] Train Step 3870/10000, Batch Size = 128, Examples/Sec = 20771.91, Accuracy = 0.12, Loss = 2.263
[2019-04-30 10:41] Train Step 3880/10000, Batch Size = 128, Examples/Sec = 20803.31, Accuracy = 0.12, Loss = 2.252
[2019-04-30 10:41] Train Step 3890/10000, Batch Size = 128, Examples/Sec = 20833.17, Accuracy = 0.10, Loss = 2.233
[2019-04-30 10:41] Train Step 3900/10000, Batch Size = 128, Examples/Sec = 20790.42, Accuracy = 0.16, Loss = 2.251
[2019-04-30 10:41] Train Step 3910/10000, Batch Size = 128, Examples/Sec = 20739.82, Accuracy = 0.12, Loss = 2.257
[2019-04-30 10:41] Train Step 3920/10000, Batch Size = 128, Examples/Sec = 20777.54, Accuracy = 0.15, Loss = 2.247
[2019-04-30 10:41] Train Step 3930/10000, Batch Size = 128, Examples/Sec = 20679.90, Accuracy = 0.14, Loss = 2.251
[2019-04-30 10:41] Train Step 3940/10000, Batch Size = 128, Examples/Sec = 20942.89, Accuracy = 0.20, Loss = 2.232
[2019-04-30 10:41] Train Step 3950/10000, Batch Size = 128, Examples/Sec = 20707.82, Accuracy = 0.12, Loss = 2.243
[2019-04-30 10:41] Train Step 3960/10000, Batch Size = 128, Examples/Sec = 20908.63, Accuracy = 0.14, Loss = 2.244
[2019-04-30 10:41] Train Step 3970/10000, Batch Size = 128, Examples/Sec = 20874.49, Accuracy = 0.16, Loss = 2.244
[2019-04-30 10:41] Train Step 3980/10000, Batch Size = 128, Examples/Sec = 20773.52, Accuracy = 0.16, Loss = 2.241
[2019-04-30 10:41] Train Step 3990/10000, Batch Size = 128, Examples/Sec = 20850.98, Accuracy = 0.12, Loss = 2.236
[2019-04-30 10:41] Train Step 4000/10000, Batch Size = 128, Examples/Sec = 20576.07, Accuracy = 0.15, Loss = 2.230
[2019-04-30 10:41] Train Step 4010/10000, Batch Size = 128, Examples/Sec = 20958.42, Accuracy = 0.17, Loss = 2.224
[2019-04-30 10:41] Train Step 4020/10000, Batch Size = 128, Examples/Sec = 20850.17, Accuracy = 0.17, Loss = 2.228
[2019-04-30 10:41] Train Step 4030/10000, Batch Size = 128, Examples/Sec = 20784.78, Accuracy = 0.13, Loss = 2.256
[2019-04-30 10:41] Train Step 4040/10000, Batch Size = 128, Examples/Sec = 20831.56, Accuracy = 0.16, Loss = 2.247
[2019-04-30 10:41] Train Step 4050/10000, Batch Size = 128, Examples/Sec = 20719.01, Accuracy = 0.16, Loss = 2.238
[2019-04-30 10:41] Train Step 4060/10000, Batch Size = 128, Examples/Sec = 20717.41, Accuracy = 0.10, Loss = 2.252
[2019-04-30 10:41] Train Step 4070/10000, Batch Size = 128, Examples/Sec = 20759.06, Accuracy = 0.15, Loss = 2.256
[2019-04-30 10:41] Train Step 4080/10000, Batch Size = 128, Examples/Sec = 20907.00, Accuracy = 0.18, Loss = 2.240
[2019-04-30 10:41] Train Step 4090/10000, Batch Size = 128, Examples/Sec = 20602.13, Accuracy = 0.15, Loss = 2.248
[2019-04-30 10:41] Train Step 4100/10000, Batch Size = 128, Examples/Sec = 20401.71, Accuracy = 0.16, Loss = 2.244
[2019-04-30 10:41] Train Step 4110/10000, Batch Size = 128, Examples/Sec = 20938.80, Accuracy = 0.16, Loss = 2.233
[2019-04-30 10:41] Train Step 4120/10000, Batch Size = 128, Examples/Sec = 20735.01, Accuracy = 0.15, Loss = 2.244
[2019-04-30 10:41] Train Step 4130/10000, Batch Size = 128, Examples/Sec = 20868.00, Accuracy = 0.16, Loss = 2.244
[2019-04-30 10:41] Train Step 4140/10000, Batch Size = 128, Examples/Sec = 20619.54, Accuracy = 0.16, Loss = 2.237
[2019-04-30 10:41] Train Step 4150/10000, Batch Size = 128, Examples/Sec = 20767.09, Accuracy = 0.12, Loss = 2.249
[2019-04-30 10:41] Train Step 4160/10000, Batch Size = 128, Examples/Sec = 21004.34, Accuracy = 0.16, Loss = 2.236
[2019-04-30 10:41] Train Step 4170/10000, Batch Size = 128, Examples/Sec = 20788.81, Accuracy = 0.10, Loss = 2.257
[2019-04-30 10:41] Train Step 4180/10000, Batch Size = 128, Examples/Sec = 20836.41, Accuracy = 0.21, Loss = 2.218
[2019-04-30 10:41] Train Step 4190/10000, Batch Size = 128, Examples/Sec = 20802.50, Accuracy = 0.25, Loss = 2.220
[2019-04-30 10:41] Train Step 4200/10000, Batch Size = 128, Examples/Sec = 20656.83, Accuracy = 0.12, Loss = 2.243
[2019-04-30 10:41] Train Step 4210/10000, Batch Size = 128, Examples/Sec = 20850.17, Accuracy = 0.14, Loss = 2.246
[2019-04-30 10:41] Train Step 4220/10000, Batch Size = 128, Examples/Sec = 20720.61, Accuracy = 0.15, Loss = 2.253
[2019-04-30 10:41] Train Step 4230/10000, Batch Size = 128, Examples/Sec = 20725.41, Accuracy = 0.14, Loss = 2.250
[2019-04-30 10:41] Train Step 4240/10000, Batch Size = 128, Examples/Sec = 20970.70, Accuracy = 0.13, Loss = 2.257
[2019-04-30 10:41] Train Step 4250/10000, Batch Size = 128, Examples/Sec = 20463.92, Accuracy = 0.17, Loss = 2.242
[2019-04-30 10:42] Train Step 4260/10000, Batch Size = 128, Examples/Sec = 20876.11, Accuracy = 0.15, Loss = 2.248
[2019-04-30 10:42] Train Step 4270/10000, Batch Size = 128, Examples/Sec = 20796.86, Accuracy = 0.19, Loss = 2.237
[2019-04-30 10:42] Train Step 4280/10000, Batch Size = 128, Examples/Sec = 20835.60, Accuracy = 0.15, Loss = 2.239
[2019-04-30 10:42] Train Step 4290/10000, Batch Size = 128, Examples/Sec = 20938.80, Accuracy = 0.11, Loss = 2.249
[2019-04-30 10:42] Train Step 4300/10000, Batch Size = 128, Examples/Sec = 20766.29, Accuracy = 0.16, Loss = 2.233
[2019-04-30 10:42] Train Step 4310/10000, Batch Size = 128, Examples/Sec = 20804.92, Accuracy = 0.18, Loss = 2.219
[2019-04-30 10:42] Train Step 4320/10000, Batch Size = 128, Examples/Sec = 20808.14, Accuracy = 0.16, Loss = 2.233
[2019-04-30 10:42] Train Step 4330/10000, Batch Size = 128, Examples/Sec = 20711.01, Accuracy = 0.15, Loss = 2.241
[2019-04-30 10:42] Train Step 4340/10000, Batch Size = 128, Examples/Sec = 20849.36, Accuracy = 0.16, Loss = 2.247
[2019-04-30 10:42] Train Step 4350/10000, Batch Size = 128, Examples/Sec = 20697.44, Accuracy = 0.19, Loss = 2.214
[2019-04-30 10:42] Train Step 4360/10000, Batch Size = 128, Examples/Sec = 20885.04, Accuracy = 0.12, Loss = 2.266
[2019-04-30 10:42] Train Step 4370/10000, Batch Size = 128, Examples/Sec = 20863.94, Accuracy = 0.13, Loss = 2.249
[2019-04-30 10:42] Train Step 4380/10000, Batch Size = 128, Examples/Sec = 20876.92, Accuracy = 0.15, Loss = 2.239
[2019-04-30 10:42] Train Step 4390/10000, Batch Size = 128, Examples/Sec = 20613.20, Accuracy = 0.16, Loss = 2.237
[2019-04-30 10:42] Train Step 4400/10000, Batch Size = 128, Examples/Sec = 20650.47, Accuracy = 0.22, Loss = 2.230
[2019-04-30 10:42] Train Step 4410/10000, Batch Size = 128, Examples/Sec = 20802.50, Accuracy = 0.14, Loss = 2.232
[2019-04-30 10:42] Train Step 4420/10000, Batch Size = 128, Examples/Sec = 20594.23, Accuracy = 0.16, Loss = 2.236
[2019-04-30 10:42] Train Step 4430/10000, Batch Size = 128, Examples/Sec = 20763.88, Accuracy = 0.13, Loss = 2.240
[2019-04-30 10:42] Train Step 4440/10000, Batch Size = 128, Examples/Sec = 20925.74, Accuracy = 0.14, Loss = 2.240
[2019-04-30 10:42] Train Step 4450/10000, Batch Size = 128, Examples/Sec = 20911.07, Accuracy = 0.18, Loss = 2.236
[2019-04-30 10:42] Train Step 4460/10000, Batch Size = 128, Examples/Sec = 20731.01, Accuracy = 0.15, Loss = 2.244
[2019-04-30 10:42] Train Step 4470/10000, Batch Size = 128, Examples/Sec = 20710.22, Accuracy = 0.20, Loss = 2.235
[2019-04-30 10:42] Train Step 4480/10000, Batch Size = 128, Examples/Sec = 20759.06, Accuracy = 0.12, Loss = 2.244
[2019-04-30 10:42] Train Step 4490/10000, Batch Size = 128, Examples/Sec = 20937.17, Accuracy = 0.17, Loss = 2.230
[2019-04-30 10:42] Train Step 4500/10000, Batch Size = 128, Examples/Sec = 20627.46, Accuracy = 0.09, Loss = 2.255
[2019-04-30 10:42] Train Step 4510/10000, Batch Size = 128, Examples/Sec = 20842.88, Accuracy = 0.17, Loss = 2.234
[2019-04-30 10:42] Train Step 4520/10000, Batch Size = 128, Examples/Sec = 20787.20, Accuracy = 0.13, Loss = 2.243
[2019-04-30 10:42] Train Step 4530/10000, Batch Size = 128, Examples/Sec = 20848.55, Accuracy = 0.14, Loss = 2.243
[2019-04-30 10:42] Train Step 4540/10000, Batch Size = 128, Examples/Sec = 20663.98, Accuracy = 0.13, Loss = 2.240
[2019-04-30 10:42] Train Step 4550/10000, Batch Size = 128, Examples/Sec = 20901.30, Accuracy = 0.12, Loss = 2.242
[2019-04-30 10:42] Train Step 4560/10000, Batch Size = 128, Examples/Sec = 20766.29, Accuracy = 0.09, Loss = 2.258
[2019-04-30 10:42] Train Step 4570/10000, Batch Size = 128, Examples/Sec = 20650.47, Accuracy = 0.15, Loss = 2.240
[2019-04-30 10:42] Train Step 4580/10000, Batch Size = 128, Examples/Sec = 20890.73, Accuracy = 0.17, Loss = 2.230
[2019-04-30 10:42] Train Step 4590/10000, Batch Size = 128, Examples/Sec = 20872.86, Accuracy = 0.17, Loss = 2.232
[2019-04-30 10:42] Train Step 4600/10000, Batch Size = 128, Examples/Sec = 20704.62, Accuracy = 0.16, Loss = 2.233
[2019-04-30 10:42] Train Step 4610/10000, Batch Size = 128, Examples/Sec = 20795.25, Accuracy = 0.13, Loss = 2.243
[2019-04-30 10:42] Train Step 4620/10000, Batch Size = 128, Examples/Sec = 20664.78, Accuracy = 0.17, Loss = 2.240
[2019-04-30 10:42] Train Step 4630/10000, Batch Size = 128, Examples/Sec = 20784.78, Accuracy = 0.16, Loss = 2.233
[2019-04-30 10:42] Train Step 4640/10000, Batch Size = 128, Examples/Sec = 20931.46, Accuracy = 0.16, Loss = 2.241
[2019-04-30 10:42] Train Step 4650/10000, Batch Size = 128, Examples/Sec = 20833.98, Accuracy = 0.15, Loss = 2.236
[2019-04-30 10:42] Train Step 4660/10000, Batch Size = 128, Examples/Sec = 20730.21, Accuracy = 0.17, Loss = 2.223
[2019-04-30 10:42] Train Step 4670/10000, Batch Size = 128, Examples/Sec = 20483.44, Accuracy = 0.17, Loss = 2.239
[2019-04-30 10:42] Train Step 4680/10000, Batch Size = 128, Examples/Sec = 20807.34, Accuracy = 0.20, Loss = 2.227
[2019-04-30 10:42] Train Step 4690/10000, Batch Size = 128, Examples/Sec = 20917.59, Accuracy = 0.16, Loss = 2.239
[2019-04-30 10:42] Train Step 4700/10000, Batch Size = 128, Examples/Sec = 20812.98, Accuracy = 0.16, Loss = 2.243
[2019-04-30 10:42] Train Step 4710/10000, Batch Size = 128, Examples/Sec = 20858.27, Accuracy = 0.12, Loss = 2.229
[2019-04-30 10:42] Train Step 4720/10000, Batch Size = 128, Examples/Sec = 20639.36, Accuracy = 0.13, Loss = 2.247
[2019-04-30 10:42] Train Step 4730/10000, Batch Size = 128, Examples/Sec = 20783.17, Accuracy = 0.19, Loss = 2.224
[2019-04-30 10:42] Train Step 4740/10000, Batch Size = 128, Examples/Sec = 20784.78, Accuracy = 0.19, Loss = 2.211
[2019-04-30 10:42] Train Step 4750/10000, Batch Size = 128, Examples/Sec = 20703.83, Accuracy = 0.13, Loss = 2.238
[2019-04-30 10:42] Train Step 4760/10000, Batch Size = 128, Examples/Sec = 20812.98, Accuracy = 0.13, Loss = 2.248
[2019-04-30 10:42] Train Step 4770/10000, Batch Size = 128, Examples/Sec = 20746.23, Accuracy = 0.14, Loss = 2.226
[2019-04-30 10:42] Train Step 4780/10000, Batch Size = 128, Examples/Sec = 20762.28, Accuracy = 0.13, Loss = 2.250
[2019-04-30 10:42] Train Step 4790/10000, Batch Size = 128, Examples/Sec = 20747.83, Accuracy = 0.17, Loss = 2.236
[2019-04-30 10:42] Train Step 4800/10000, Batch Size = 128, Examples/Sec = 20763.88, Accuracy = 0.21, Loss = 2.209
[2019-04-30 10:42] Train Step 4810/10000, Batch Size = 128, Examples/Sec = 20767.09, Accuracy = 0.17, Loss = 2.233
[2019-04-30 10:42] Train Step 4820/10000, Batch Size = 128, Examples/Sec = 20800.89, Accuracy = 0.12, Loss = 2.239
[2019-04-30 10:42] Train Step 4830/10000, Batch Size = 128, Examples/Sec = 20169.47, Accuracy = 0.16, Loss = 2.216
[2019-04-30 10:42] Train Step 4840/10000, Batch Size = 128, Examples/Sec = 20808.14, Accuracy = 0.16, Loss = 2.240
[2019-04-30 10:42] Train Step 4850/10000, Batch Size = 128, Examples/Sec = 20600.55, Accuracy = 0.18, Loss = 2.226
[2019-04-30 10:42] Train Step 4860/10000, Batch Size = 128, Examples/Sec = 20861.51, Accuracy = 0.16, Loss = 2.235
[2019-04-30 10:42] Train Step 4870/10000, Batch Size = 128, Examples/Sec = 20686.28, Accuracy = 0.14, Loss = 2.250
[2019-04-30 10:42] Train Step 4880/10000, Batch Size = 128, Examples/Sec = 20811.37, Accuracy = 0.15, Loss = 2.234
[2019-04-30 10:42] Train Step 4890/10000, Batch Size = 128, Examples/Sec = 20796.05, Accuracy = 0.17, Loss = 2.250
[2019-04-30 10:42] Train Step 4900/10000, Batch Size = 128, Examples/Sec = 20784.78, Accuracy = 0.16, Loss = 2.234
[2019-04-30 10:42] Train Step 4910/10000, Batch Size = 128, Examples/Sec = 20858.27, Accuracy = 0.16, Loss = 2.235
[2019-04-30 10:42] Train Step 4920/10000, Batch Size = 128, Examples/Sec = 20734.21, Accuracy = 0.12, Loss = 2.246
[2019-04-30 10:42] Train Step 4930/10000, Batch Size = 128, Examples/Sec = 20781.56, Accuracy = 0.10, Loss = 2.250
[2019-04-30 10:42] Train Step 4940/10000, Batch Size = 128, Examples/Sec = 20859.08, Accuracy = 0.16, Loss = 2.238
[2019-04-30 10:42] Train Step 4950/10000, Batch Size = 128, Examples/Sec = 20710.22, Accuracy = 0.13, Loss = 2.241
[2019-04-30 10:42] Train Step 4960/10000, Batch Size = 128, Examples/Sec = 20838.03, Accuracy = 0.13, Loss = 2.243
[2019-04-30 10:42] Train Step 4970/10000, Batch Size = 128, Examples/Sec = 20750.24, Accuracy = 0.16, Loss = 2.235
[2019-04-30 10:42] Train Step 4980/10000, Batch Size = 128, Examples/Sec = 20755.85, Accuracy = 0.14, Loss = 2.231
[2019-04-30 10:42] Train Step 4990/10000, Batch Size = 128, Examples/Sec = 20866.37, Accuracy = 0.15, Loss = 2.236
[2019-04-30 10:42] Train Step 5000/10000, Batch Size = 128, Examples/Sec = 20660.80, Accuracy = 0.20, Loss = 2.228
[2019-04-30 10:42] Train Step 5010/10000, Batch Size = 128, Examples/Sec = 21003.52, Accuracy = 0.14, Loss = 2.234
[2019-04-30 10:42] Train Step 5020/10000, Batch Size = 128, Examples/Sec = 20808.95, Accuracy = 0.17, Loss = 2.241
[2019-04-30 10:42] Train Step 5030/10000, Batch Size = 128, Examples/Sec = 20875.30, Accuracy = 0.18, Loss = 2.226
[2019-04-30 10:42] Train Step 5040/10000, Batch Size = 128, Examples/Sec = 20994.48, Accuracy = 0.15, Loss = 2.220
[2019-04-30 10:42] Train Step 5050/10000, Batch Size = 128, Examples/Sec = 20640.94, Accuracy = 0.14, Loss = 2.243
[2019-04-30 10:42] Train Step 5060/10000, Batch Size = 128, Examples/Sec = 14042.08, Accuracy = 0.21, Loss = 2.222
[2019-04-30 10:42] Train Step 5070/10000, Batch Size = 128, Examples/Sec = 20524.94, Accuracy = 0.17, Loss = 2.220
[2019-04-30 10:42] Train Step 5080/10000, Batch Size = 128, Examples/Sec = 20963.33, Accuracy = 0.18, Loss = 2.229
[2019-04-30 10:42] Train Step 5090/10000, Batch Size = 128, Examples/Sec = 20873.67, Accuracy = 0.16, Loss = 2.225
[2019-04-30 10:42] Train Step 5100/10000, Batch Size = 128, Examples/Sec = 20673.53, Accuracy = 0.19, Loss = 2.227
[2019-04-30 10:42] Train Step 5110/10000, Batch Size = 128, Examples/Sec = 20808.95, Accuracy = 0.17, Loss = 2.229
[2019-04-30 10:42] Train Step 5120/10000, Batch Size = 128, Examples/Sec = 20901.30, Accuracy = 0.19, Loss = 2.204
[2019-04-30 10:42] Train Step 5130/10000, Batch Size = 128, Examples/Sec = 20880.98, Accuracy = 0.15, Loss = 2.228
[2019-04-30 10:42] Train Step 5140/10000, Batch Size = 128, Examples/Sec = 20740.62, Accuracy = 0.15, Loss = 2.217
[2019-04-30 10:42] Train Step 5150/10000, Batch Size = 128, Examples/Sec = 20636.98, Accuracy = 0.14, Loss = 2.232
[2019-04-30 10:42] Train Step 5160/10000, Batch Size = 128, Examples/Sec = 20834.79, Accuracy = 0.09, Loss = 2.244
[2019-04-30 10:42] Train Step 5170/10000, Batch Size = 128, Examples/Sec = 20847.74, Accuracy = 0.16, Loss = 2.225
[2019-04-30 10:42] Train Step 5180/10000, Batch Size = 128, Examples/Sec = 20827.52, Accuracy = 0.15, Loss = 2.233
[2019-04-30 10:42] Train Step 5190/10000, Batch Size = 128, Examples/Sec = 20826.71, Accuracy = 0.19, Loss = 2.209
[2019-04-30 10:42] Train Step 5200/10000, Batch Size = 128, Examples/Sec = 20635.39, Accuracy = 0.18, Loss = 2.221
[2019-04-30 10:42] Train Step 5210/10000, Batch Size = 128, Examples/Sec = 20889.92, Accuracy = 0.21, Loss = 2.207
[2019-04-30 10:42] Train Step 5220/10000, Batch Size = 128, Examples/Sec = 20786.39, Accuracy = 0.16, Loss = 2.234
[2019-04-30 10:42] Train Step 5230/10000, Batch Size = 128, Examples/Sec = 20779.15, Accuracy = 0.18, Loss = 2.227
[2019-04-30 10:42] Train Step 5240/10000, Batch Size = 128, Examples/Sec = 21058.72, Accuracy = 0.23, Loss = 2.210
[2019-04-30 10:42] Train Step 5250/10000, Batch Size = 128, Examples/Sec = 20792.83, Accuracy = 0.13, Loss = 2.234
[2019-04-30 10:42] Train Step 5260/10000, Batch Size = 128, Examples/Sec = 20832.37, Accuracy = 0.13, Loss = 2.228
[2019-04-30 10:42] Train Step 5270/10000, Batch Size = 128, Examples/Sec = 20746.23, Accuracy = 0.13, Loss = 2.230
[2019-04-30 10:42] Train Step 5280/10000, Batch Size = 128, Examples/Sec = 20896.42, Accuracy = 0.25, Loss = 2.197
[2019-04-30 10:42] Train Step 5290/10000, Batch Size = 128, Examples/Sec = 20825.09, Accuracy = 0.14, Loss = 2.235
[2019-04-30 10:42] Train Step 5300/10000, Batch Size = 128, Examples/Sec = 20756.66, Accuracy = 0.14, Loss = 2.225
[2019-04-30 10:42] Train Step 5310/10000, Batch Size = 128, Examples/Sec = 20842.88, Accuracy = 0.16, Loss = 2.236
[2019-04-30 10:42] Train Step 5320/10000, Batch Size = 128, Examples/Sec = 20648.09, Accuracy = 0.19, Loss = 2.222
[2019-04-30 10:42] Train Step 5330/10000, Batch Size = 128, Examples/Sec = 20838.03, Accuracy = 0.16, Loss = 2.237
[2019-04-30 10:42] Train Step 5340/10000, Batch Size = 128, Examples/Sec = 20779.15, Accuracy = 0.16, Loss = 2.218
[2019-04-30 10:42] Train Step 5350/10000, Batch Size = 128, Examples/Sec = 20732.61, Accuracy = 0.14, Loss = 2.237
[2019-04-30 10:42] Train Step 5360/10000, Batch Size = 128, Examples/Sec = 20927.38, Accuracy = 0.20, Loss = 2.227
[2019-04-30 10:42] Train Step 5370/10000, Batch Size = 128, Examples/Sec = 20783.17, Accuracy = 0.16, Loss = 2.229
[2019-04-30 10:42] Train Step 5380/10000, Batch Size = 128, Examples/Sec = 20789.61, Accuracy = 0.16, Loss = 2.236
[2019-04-30 10:42] Train Step 5390/10000, Batch Size = 128, Examples/Sec = 20704.62, Accuracy = 0.20, Loss = 2.221
[2019-04-30 10:42] Train Step 5400/10000, Batch Size = 128, Examples/Sec = 20666.37, Accuracy = 0.15, Loss = 2.233
[2019-04-30 10:42] Train Step 5410/10000, Batch Size = 128, Examples/Sec = 20743.02, Accuracy = 0.17, Loss = 2.213
[2019-04-30 10:42] Train Step 5420/10000, Batch Size = 128, Examples/Sec = 20731.01, Accuracy = 0.20, Loss = 2.224
[2019-04-30 10:42] Train Step 5430/10000, Batch Size = 128, Examples/Sec = 20920.04, Accuracy = 0.15, Loss = 2.224
[2019-04-30 10:42] Train Step 5440/10000, Batch Size = 128, Examples/Sec = 20915.15, Accuracy = 0.13, Loss = 2.229
[2019-04-30 10:42] Train Step 5450/10000, Batch Size = 128, Examples/Sec = 20602.13, Accuracy = 0.17, Loss = 2.232
[2019-04-30 10:42] Train Step 5460/10000, Batch Size = 128, Examples/Sec = 20821.06, Accuracy = 0.14, Loss = 2.236
[2019-04-30 10:42] Train Step 5470/10000, Batch Size = 128, Examples/Sec = 20917.59, Accuracy = 0.13, Loss = 2.241
[2019-04-30 10:42] Train Step 5480/10000, Batch Size = 128, Examples/Sec = 20859.08, Accuracy = 0.15, Loss = 2.248
[2019-04-30 10:42] Train Step 5490/10000, Batch Size = 128, Examples/Sec = 20525.73, Accuracy = 0.16, Loss = 2.230
[2019-04-30 10:42] Train Step 5500/10000, Batch Size = 128, Examples/Sec = 20636.98, Accuracy = 0.13, Loss = 2.235
[2019-04-30 10:42] Train Step 5510/10000, Batch Size = 128, Examples/Sec = 20780.76, Accuracy = 0.13, Loss = 2.235
[2019-04-30 10:42] Train Step 5520/10000, Batch Size = 128, Examples/Sec = 20429.66, Accuracy = 0.15, Loss = 2.214
[2019-04-30 10:42] Train Step 5530/10000, Batch Size = 128, Examples/Sec = 20819.44, Accuracy = 0.16, Loss = 2.223
[2019-04-30 10:42] Train Step 5540/10000, Batch Size = 128, Examples/Sec = 20913.52, Accuracy = 0.16, Loss = 2.236
[2019-04-30 10:42] Train Step 5550/10000, Batch Size = 128, Examples/Sec = 20783.17, Accuracy = 0.20, Loss = 2.210
[2019-04-30 10:42] Train Step 5560/10000, Batch Size = 128, Examples/Sec = 20830.75, Accuracy = 0.10, Loss = 2.257
[2019-04-30 10:42] Train Step 5570/10000, Batch Size = 128, Examples/Sec = 20911.07, Accuracy = 0.22, Loss = 2.205
[2019-04-30 10:42] Train Step 5580/10000, Batch Size = 128, Examples/Sec = 20834.79, Accuracy = 0.18, Loss = 2.222
[2019-04-30 10:42] Train Step 5590/10000, Batch Size = 128, Examples/Sec = 20918.41, Accuracy = 0.20, Loss = 2.207
[2019-04-30 10:42] Train Step 5600/10000, Batch Size = 128, Examples/Sec = 20899.68, Accuracy = 0.20, Loss = 2.204
[2019-04-30 10:42] Train Step 5610/10000, Batch Size = 128, Examples/Sec = 20479.53, Accuracy = 0.20, Loss = 2.214
[2019-04-30 10:42] Train Step 5620/10000, Batch Size = 128, Examples/Sec = 20779.15, Accuracy = 0.17, Loss = 2.238
[2019-04-30 10:42] Train Step 5630/10000, Batch Size = 128, Examples/Sec = 20882.61, Accuracy = 0.17, Loss = 2.223
[2019-04-30 10:42] Train Step 5640/10000, Batch Size = 128, Examples/Sec = 20776.74, Accuracy = 0.20, Loss = 2.205
[2019-04-30 10:42] Train Step 5650/10000, Batch Size = 128, Examples/Sec = 20403.26, Accuracy = 0.19, Loss = 2.216
[2019-04-30 10:42] Train Step 5660/10000, Batch Size = 128, Examples/Sec = 20835.60, Accuracy = 0.17, Loss = 2.223
