


EXPERIMENT: input length 3
[2019-04-26 18:45] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 285.92, Accuracy = 0.13, Loss = 2.303
[2019-04-26 18:47] Train Step 8920/10000, Batch Size = 128, Examples/Sec = 72130.98, Accuracy = 0.90, Loss = 0.685
[2019-04-26 18:47] Train Step 8930/10000, Batch Size = 128, Examples/Sec = 71231.38, Accuracy = 0.84, Loss = 0.726
[2019-04-26 18:47] Train Step 8940/10000, Batch Size = 128, Examples/Sec = 71889.52, Accuracy = 0.90, Loss = 0.737
[2019-04-26 18:47] Train Step 8950/10000, Batch Size = 128, Examples/Sec = 71793.38, Accuracy = 0.88, Loss = 0.740
[2019-04-26 18:47] Train Step 8960/10000, Batch Size = 128, Examples/Sec = 72130.98, Accuracy = 0.87, Loss = 0.732
[2019-04-26 18:47] Train Step 8970/10000, Batch Size = 128, Examples/Sec = 70977.12, Accuracy = 0.84, Loss = 0.743
[2019-04-26 18:47] Train Step 8980/10000, Batch Size = 128, Examples/Sec = 71755.00, Accuracy = 0.88, Loss = 0.778
[2019-04-26 18:47] Train Step 8990/10000, Batch Size = 128, Examples/Sec = 71193.60, Accuracy = 0.83, Loss = 0.795
[2019-04-26 18:47] Train Step 9000/10000, Batch Size = 128, Examples/Sec = 72005.22, Accuracy = 0.94, Loss = 0.675
[2019-04-26 18:47] Train Step 9010/10000, Batch Size = 128, Examples/Sec = 72024.54, Accuracy = 0.88, Loss = 0.755
[2019-04-26 18:47] Train Step 9020/10000, Batch Size = 128, Examples/Sec = 71269.20, Accuracy = 0.87, Loss = 0.784
[2019-04-26 18:47] Train Step 9030/10000, Batch Size = 128, Examples/Sec = 72111.61, Accuracy = 0.92, Loss = 0.684
[2019-04-26 18:47] Train Step 9040/10000, Batch Size = 128, Examples/Sec = 71592.33, Accuracy = 0.91, Loss = 0.777
[2019-04-26 18:47] Train Step 9050/10000, Batch Size = 128, Examples/Sec = 71899.14, Accuracy = 0.88, Loss = 0.757
[2019-04-26 18:47] Train Step 9060/10000, Batch Size = 128, Examples/Sec = 71108.73, Accuracy = 0.88, Loss = 0.735
[2019-04-26 18:47] Train Step 9070/10000, Batch Size = 128, Examples/Sec = 71908.77, Accuracy = 0.86, Loss = 0.819
[2019-04-26 18:47] Train Step 9080/10000, Batch Size = 128, Examples/Sec = 72228.03, Accuracy = 0.88, Loss = 0.898
[2019-04-26 18:47] Train Step 9090/10000, Batch Size = 128, Examples/Sec = 71783.78, Accuracy = 0.86, Loss = 0.770
[2019-04-26 18:47] Train Step 9100/10000, Batch Size = 128, Examples/Sec = 71774.19, Accuracy = 0.83, Loss = 0.747
[2019-04-26 18:47] Train Step 9110/10000, Batch Size = 128, Examples/Sec = 71726.24, Accuracy = 0.87, Loss = 0.868
[2019-04-26 18:47] Train Step 9120/10000, Batch Size = 128, Examples/Sec = 72092.24, Accuracy = 0.88, Loss = 0.760
[2019-04-26 18:47] Train Step 9130/10000, Batch Size = 128, Examples/Sec = 71174.72, Accuracy = 0.88, Loss = 0.685
[2019-04-26 18:47] Train Step 9140/10000, Batch Size = 128, Examples/Sec = 72121.29, Accuracy = 0.91, Loss = 0.759
[2019-04-26 18:47] Train Step 9150/10000, Batch Size = 128, Examples/Sec = 71822.20, Accuracy = 0.89, Loss = 0.800
[2019-04-26 18:47] Train Step 9160/10000, Batch Size = 128, Examples/Sec = 71458.93, Accuracy = 0.88, Loss = 0.727
[2019-04-26 18:47] Train Step 9170/10000, Batch Size = 128, Examples/Sec = 71573.25, Accuracy = 0.91, Loss = 0.723
[2019-04-26 18:47] Train Step 9180/10000, Batch Size = 128, Examples/Sec = 70520.28, Accuracy = 0.91, Loss = 0.744
[2019-04-26 18:47] Train Step 9190/10000, Batch Size = 128, Examples/Sec = 72005.22, Accuracy = 0.84, Loss = 0.774
[2019-04-26 18:47] Train Step 9200/10000, Batch Size = 128, Examples/Sec = 71259.74, Accuracy = 0.88, Loss = 0.742
[2019-04-26 18:47] Train Step 9210/10000, Batch Size = 128, Examples/Sec = 71889.52, Accuracy = 0.88, Loss = 0.744
[2019-04-26 18:47] Train Step 9220/10000, Batch Size = 128, Examples/Sec = 71401.90, Accuracy = 0.92, Loss = 0.747
[2019-04-26 18:47] Train Step 9230/10000, Batch Size = 128, Examples/Sec = 71735.82, Accuracy = 0.89, Loss = 0.739
[2019-04-26 18:47] Train Step 9240/10000, Batch Size = 128, Examples/Sec = 70977.12, Accuracy = 0.86, Loss = 0.760
[2019-04-26 18:47] Train Step 9250/10000, Batch Size = 128, Examples/Sec = 71812.59, Accuracy = 0.89, Loss = 0.684
[2019-04-26 18:47] Train Step 9260/10000, Batch Size = 128, Examples/Sec = 71344.97, Accuracy = 0.91, Loss = 0.679
[2019-04-26 18:47] Train Step 9270/10000, Batch Size = 128, Examples/Sec = 71764.59, Accuracy = 0.95, Loss = 0.745
[2019-04-26 18:47] Train Step 9280/10000, Batch Size = 128, Examples/Sec = 72160.07, Accuracy = 0.91, Loss = 0.781
[2019-04-26 18:47] Train Step 9290/10000, Batch Size = 128, Examples/Sec = 71354.45, Accuracy = 0.90, Loss = 0.782
[2019-04-26 18:47] Train Step 9300/10000, Batch Size = 128, Examples/Sec = 71812.59, Accuracy = 0.92, Loss = 0.762
[2019-04-26 18:47] Train Step 9310/10000, Batch Size = 128, Examples/Sec = 71174.72, Accuracy = 0.88, Loss = 0.753
[2019-04-26 18:47] Train Step 9320/10000, Batch Size = 128, Examples/Sec = 71802.98, Accuracy = 0.89, Loss = 0.768
[2019-04-26 18:47] Train Step 9330/10000, Batch Size = 128, Examples/Sec = 71449.42, Accuracy = 0.84, Loss = 0.798
[2019-04-26 18:47] Train Step 9340/10000, Batch Size = 128, Examples/Sec = 71812.59, Accuracy = 0.89, Loss = 0.737
[2019-04-26 18:47] Train Step 9350/10000, Batch Size = 128, Examples/Sec = 72024.54, Accuracy = 0.88, Loss = 0.717
[2019-04-26 18:47] Train Step 9360/10000, Batch Size = 128, Examples/Sec = 71165.29, Accuracy = 0.83, Loss = 0.811
[2019-04-26 18:47] Train Step 9370/10000, Batch Size = 128, Examples/Sec = 71831.81, Accuracy = 0.91, Loss = 0.772
[2019-04-26 18:47] Train Step 9380/10000, Batch Size = 128, Examples/Sec = 71420.90, Accuracy = 0.92, Loss = 0.744
[2019-04-26 18:47] Train Step 9390/10000, Batch Size = 128, Examples/Sec = 71870.27, Accuracy = 0.89, Loss = 0.738
[2019-04-26 18:47] Train Step 9400/10000, Batch Size = 128, Examples/Sec = 71316.54, Accuracy = 0.85, Loss = 0.778
[2019-04-26 18:47] Train Step 9410/10000, Batch Size = 128, Examples/Sec = 71841.42, Accuracy = 0.91, Loss = 0.703
[2019-04-26 18:47] Train Step 9420/10000, Batch Size = 128, Examples/Sec = 71783.78, Accuracy = 0.88, Loss = 0.747
[2019-04-26 18:47] Train Step 9430/10000, Batch Size = 128, Examples/Sec = 71411.40, Accuracy = 0.83, Loss = 0.771
[2019-04-26 18:47] Train Step 9440/10000, Batch Size = 128, Examples/Sec = 71774.19, Accuracy = 0.88, Loss = 0.727
[2019-04-26 18:47] Train Step 9450/10000, Batch Size = 128, Examples/Sec = 71363.94, Accuracy = 0.88, Loss = 0.719
[2019-04-26 18:47] Train Step 9460/10000, Batch Size = 128, Examples/Sec = 72005.22, Accuracy = 0.88, Loss = 0.717
[2019-04-26 18:47] Train Step 9470/10000, Batch Size = 128, Examples/Sec = 71535.10, Accuracy = 0.86, Loss = 0.752
[2019-04-26 18:47] Train Step 9480/10000, Batch Size = 128, Examples/Sec = 71755.00, Accuracy = 0.92, Loss = 0.760
[2019-04-26 18:47] Train Step 9490/10000, Batch Size = 128, Examples/Sec = 71449.42, Accuracy = 0.89, Loss = 0.773
[2019-04-26 18:47] Train Step 9500/10000, Batch Size = 128, Examples/Sec = 70335.51, Accuracy = 0.94, Loss = 0.730
[2019-04-26 18:47] Train Step 9510/10000, Batch Size = 128, Examples/Sec = 71221.93, Accuracy = 0.83, Loss = 0.762
[2019-04-26 18:47] Train Step 9520/10000, Batch Size = 128, Examples/Sec = 71889.52, Accuracy = 0.88, Loss = 0.767
[2019-04-26 18:47] Train Step 9530/10000, Batch Size = 128, Examples/Sec = 71947.32, Accuracy = 0.89, Loss = 0.715
[2019-04-26 18:47] Train Step 9540/10000, Batch Size = 128, Examples/Sec = 71582.79, Accuracy = 0.90, Loss = 0.743
[2019-04-26 18:47] Train Step 9550/10000, Batch Size = 128, Examples/Sec = 71966.61, Accuracy = 0.90, Loss = 0.779
[2019-04-26 18:47] Train Step 9560/10000, Batch Size = 128, Examples/Sec = 68847.26, Accuracy = 0.91, Loss = 0.745
[2019-04-26 18:47] Train Step 9570/10000, Batch Size = 128, Examples/Sec = 71716.66, Accuracy = 0.90, Loss = 0.721
[2019-04-26 18:47] Train Step 9580/10000, Batch Size = 128, Examples/Sec = 70733.98, Accuracy = 0.91, Loss = 0.709
[2019-04-26 18:47] Train Step 9590/10000, Batch Size = 128, Examples/Sec = 71889.52, Accuracy = 0.87, Loss = 0.728
[2019-04-26 18:47] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 71496.99, Accuracy = 0.90, Loss = 0.748
[2019-04-26 18:47] Train Step 9610/10000, Batch Size = 128, Examples/Sec = 72043.87, Accuracy = 0.92, Loss = 0.812
[2019-04-26 18:47] Train Step 9620/10000, Batch Size = 128, Examples/Sec = 71928.04, Accuracy = 0.94, Loss = 0.647
[2019-04-26 18:47] Train Step 9630/10000, Batch Size = 128, Examples/Sec = 71544.63, Accuracy = 0.89, Loss = 0.772
[2019-04-26 18:47] Train Step 9640/10000, Batch Size = 128, Examples/Sec = 71966.61, Accuracy = 0.84, Loss = 0.768
[2019-04-26 18:47] Train Step 9650/10000, Batch Size = 128, Examples/Sec = 71297.60, Accuracy = 0.89, Loss = 0.779
[2019-04-26 18:47] Train Step 9660/10000, Batch Size = 128, Examples/Sec = 71966.61, Accuracy = 0.86, Loss = 0.734
[2019-04-26 18:47] Train Step 9670/10000, Batch Size = 128, Examples/Sec = 71554.17, Accuracy = 0.89, Loss = 0.747
[2019-04-26 18:47] Train Step 9680/10000, Batch Size = 128, Examples/Sec = 71269.20, Accuracy = 0.85, Loss = 0.773
[2019-04-26 18:47] Train Step 9690/10000, Batch Size = 128, Examples/Sec = 71889.52, Accuracy = 0.89, Loss = 0.752
[2019-04-26 18:47] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 71165.29, Accuracy = 0.94, Loss = 0.683
[2019-04-26 18:47] Train Step 9710/10000, Batch Size = 128, Examples/Sec = 72024.54, Accuracy = 0.91, Loss = 0.752
[2019-04-26 18:47] Train Step 9720/10000, Batch Size = 128, Examples/Sec = 67505.46, Accuracy = 0.91, Loss = 0.688
[2019-04-26 18:47] Train Step 9730/10000, Batch Size = 128, Examples/Sec = 71841.42, Accuracy = 0.85, Loss = 0.748
[2019-04-26 18:47] Train Step 9740/10000, Batch Size = 128, Examples/Sec = 71477.95, Accuracy = 0.89, Loss = 0.719
[2019-04-26 18:47] Train Step 9750/10000, Batch Size = 128, Examples/Sec = 71764.59, Accuracy = 0.91, Loss = 0.723
[2019-04-26 18:47] Train Step 9760/10000, Batch Size = 128, Examples/Sec = 71014.67, Accuracy = 0.91, Loss = 0.722
[2019-04-26 18:47] Train Step 9770/10000, Batch Size = 128, Examples/Sec = 71468.44, Accuracy = 0.87, Loss = 0.711
[2019-04-26 18:47] Train Step 9780/10000, Batch Size = 128, Examples/Sec = 71288.13, Accuracy = 0.78, Loss = 0.778
[2019-04-26 18:47] Train Step 9790/10000, Batch Size = 128, Examples/Sec = 71774.19, Accuracy = 0.84, Loss = 0.760
[2019-04-26 18:47] Train Step 9800/10000, Batch Size = 128, Examples/Sec = 71506.51, Accuracy = 0.89, Loss = 0.735
[2019-04-26 18:47] Train Step 9810/10000, Batch Size = 128, Examples/Sec = 71516.04, Accuracy = 0.91, Loss = 0.731
[2019-04-26 18:47] Train Step 9820/10000, Batch Size = 128, Examples/Sec = 71601.88, Accuracy = 0.91, Loss = 0.762
[2019-04-26 18:47] Train Step 9830/10000, Batch Size = 128, Examples/Sec = 71449.42, Accuracy = 0.87, Loss = 0.754
[2019-04-26 18:47] Train Step 9840/10000, Batch Size = 128, Examples/Sec = 72005.22, Accuracy = 0.92, Loss = 0.736
[2019-04-26 18:47] Train Step 9850/10000, Batch Size = 128, Examples/Sec = 71430.40, Accuracy = 0.89, Loss = 0.730
[2019-04-26 18:47] Train Step 9860/10000, Batch Size = 128, Examples/Sec = 71976.26, Accuracy = 0.89, Loss = 0.735
[2019-04-26 18:47] Train Step 9870/10000, Batch Size = 128, Examples/Sec = 71985.91, Accuracy = 0.89, Loss = 0.719
[2019-04-26 18:47] Train Step 9880/10000, Batch Size = 128, Examples/Sec = 70771.28, Accuracy = 0.89, Loss = 0.757
[2019-04-26 18:47] Train Step 9890/10000, Batch Size = 128, Examples/Sec = 71793.38, Accuracy = 0.88, Loss = 0.801
[2019-04-26 18:47] Train Step 9900/10000, Batch Size = 128, Examples/Sec = 71307.07, Accuracy = 0.85, Loss = 0.735
[2019-04-26 18:47] Train Step 9910/10000, Batch Size = 128, Examples/Sec = 71947.32, Accuracy = 0.87, Loss = 0.733
[2019-04-26 18:47] Train Step 9920/10000, Batch Size = 128, Examples/Sec = 70911.49, Accuracy = 0.87, Loss = 0.742
[2019-04-26 18:47] Train Step 9930/10000, Batch Size = 128, Examples/Sec = 71831.81, Accuracy = 0.90, Loss = 0.733
[2019-04-26 18:47] Train Step 9940/10000, Batch Size = 128, Examples/Sec = 70977.12, Accuracy = 0.90, Loss = 0.803
[2019-04-26 18:47] Train Step 9950/10000, Batch Size = 128, Examples/Sec = 71851.03, Accuracy = 0.92, Loss = 0.729
[2019-04-26 18:47] Train Step 9960/10000, Batch Size = 128, Examples/Sec = 71430.40, Accuracy = 0.89, Loss = 0.723
[2019-04-26 18:47] Train Step 9970/10000, Batch Size = 128, Examples/Sec = 71774.19, Accuracy = 0.95, Loss = 0.678
[2019-04-26 18:47] Train Step 9980/10000, Batch Size = 128, Examples/Sec = 71288.13, Accuracy = 0.86, Loss = 0.731
[2019-04-26 18:47] Train Step 9990/10000, Batch Size = 128, Examples/Sec = 71899.14, Accuracy = 0.88, Loss = 0.771
[2019-04-26 18:47] Train Step 10000/10000, Batch Size = 128, Examples/Sec = 71966.61, Accuracy = 0.95, Loss = 0.735



EXPERIMENT: input length 5
[2019-04-26 18:47] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 16841.42, Accuracy = 0.06, Loss = 2.303
[2019-04-26 18:47] Train Step 0010/10000, Batch Size = 128, Examples/Sec = 62419.59, Accuracy = 0.17, Loss = 2.245
[2019-04-26 18:47] Train Step 0020/10000, Batch Size = 128, Examples/Sec = 62931.77, Accuracy = 0.24, Loss = 2.176
[2019-04-26 18:47] Train Step 0030/10000, Batch Size = 128, Examples/Sec = 59831.82, Accuracy = 0.22, Loss = 2.170
[2019-04-26 18:47] Train Step 0040/10000, Batch Size = 128, Examples/Sec = 60911.15, Accuracy = 0.22, Loss = 2.104
[2019-04-26 18:47] Train Step 0050/10000, Batch Size = 128, Examples/Sec = 60356.48, Accuracy = 0.27, Loss = 2.070
[2019-04-26 18:47] Train Step 0060/10000, Batch Size = 128, Examples/Sec = 61286.63, Accuracy = 0.22, Loss = 2.112
[2019-04-26 18:47] Train Step 0070/10000, Batch Size = 128, Examples/Sec = 60821.45, Accuracy = 0.27, Loss = 2.087
[2019-04-26 18:47] Train Step 0080/10000, Batch Size = 128, Examples/Sec = 60261.64, Accuracy = 0.32, Loss = 2.066
[2019-04-26 18:47] Train Step 0090/10000, Batch Size = 128, Examples/Sec = 61056.63, Accuracy = 0.33, Loss = 2.016
[2019-04-26 18:47] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 60241.35, Accuracy = 0.32, Loss = 2.028
[2019-04-26 18:47] Train Step 0110/10000, Batch Size = 128, Examples/Sec = 60931.89, Accuracy = 0.33, Loss = 2.001
[2019-04-26 18:47] Train Step 0120/10000, Batch Size = 128, Examples/Sec = 61188.84, Accuracy = 0.23, Loss = 2.048
[2019-04-26 18:47] Train Step 0130/10000, Batch Size = 128, Examples/Sec = 60897.34, Accuracy = 0.20, Loss = 2.013
[2019-04-26 18:47] Train Step 0140/10000, Batch Size = 128, Examples/Sec = 60987.27, Accuracy = 0.20, Loss = 2.015
[2019-04-26 18:47] Train Step 0150/10000, Batch Size = 128, Examples/Sec = 61455.00, Accuracy = 0.33, Loss = 1.988
[2019-04-26 18:47] Train Step 0160/10000, Batch Size = 128, Examples/Sec = 60752.62, Accuracy = 0.30, Loss = 1.935
[2019-04-26 18:47] Train Step 0170/10000, Batch Size = 128, Examples/Sec = 60725.13, Accuracy = 0.34, Loss = 1.958
[2019-04-26 18:47] Train Step 0180/10000, Batch Size = 128, Examples/Sec = 60869.72, Accuracy = 0.33, Loss = 1.975
[2019-04-26 18:47] Train Step 0190/10000, Batch Size = 128, Examples/Sec = 60704.54, Accuracy = 0.32, Loss = 1.926
[2019-04-26 18:47] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 61314.63, Accuracy = 0.27, Loss = 1.912
[2019-04-26 18:47] Train Step 0210/10000, Batch Size = 128, Examples/Sec = 61021.93, Accuracy = 0.22, Loss = 1.969
[2019-04-26 18:47] Train Step 0220/10000, Batch Size = 128, Examples/Sec = 60677.09, Accuracy = 0.31, Loss = 1.930
[2019-04-26 18:47] Train Step 0230/10000, Batch Size = 128, Examples/Sec = 61001.13, Accuracy = 0.27, Loss = 1.914
[2019-04-26 18:47] Train Step 0240/10000, Batch Size = 128, Examples/Sec = 61251.67, Accuracy = 0.35, Loss = 1.894
[2019-04-26 18:47] Train Step 0250/10000, Batch Size = 128, Examples/Sec = 60635.97, Accuracy = 0.23, Loss = 1.924
[2019-04-26 18:47] Train Step 0260/10000, Batch Size = 128, Examples/Sec = 61251.67, Accuracy = 0.24, Loss = 1.889
[2019-04-26 18:47] Train Step 0270/10000, Batch Size = 128, Examples/Sec = 61077.46, Accuracy = 0.27, Loss = 1.935
[2019-04-26 18:47] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 60336.13, Accuracy = 0.34, Loss = 1.886
[2019-04-26 18:47] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 61293.63, Accuracy = 0.31, Loss = 1.922
[2019-04-26 18:47] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 61398.78, Accuracy = 0.34, Loss = 1.888
[2019-04-26 18:47] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 61147.03, Accuracy = 0.45, Loss = 1.856
[2019-04-26 18:47] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 60904.24, Accuracy = 0.35, Loss = 1.876
[2019-04-26 18:47] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 61091.36, Accuracy = 0.31, Loss = 1.913
[2019-04-26 18:47] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 61265.65, Accuracy = 0.29, Loss = 1.891
[2019-04-26 18:47] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 60938.81, Accuracy = 0.36, Loss = 1.870
[2019-04-26 18:47] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 61209.77, Accuracy = 0.37, Loss = 1.874
[2019-04-26 18:47] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 61335.65, Accuracy = 0.35, Loss = 1.834
[2019-04-26 18:47] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 61001.13, Accuracy = 0.30, Loss = 1.836
[2019-04-26 18:47] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 61028.86, Accuracy = 0.30, Loss = 1.827
[2019-04-26 18:47] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 60849.02, Accuracy = 0.34, Loss = 1.852
[2019-04-26 18:47] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 61251.67, Accuracy = 0.33, Loss = 1.845
[2019-04-26 18:47] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 60656.53, Accuracy = 0.39, Loss = 1.819
[2019-04-26 18:47] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 61042.74, Accuracy = 0.34, Loss = 1.856
[2019-04-26 18:47] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 60356.48, Accuracy = 0.35, Loss = 1.797
[2019-04-26 18:47] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 60697.67, Accuracy = 0.37, Loss = 1.807
[2019-04-26 18:47] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 61216.75, Accuracy = 0.40, Loss = 1.765
[2019-04-26 18:47] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 60410.81, Accuracy = 0.38, Loss = 1.826
[2019-04-26 18:47] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 61342.65, Accuracy = 0.33, Loss = 1.817
[2019-04-26 18:47] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 60404.02, Accuracy = 0.39, Loss = 1.787
[2019-04-26 18:47] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 61356.68, Accuracy = 0.30, Loss = 1.834
[2019-04-26 18:47] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 60533.42, Accuracy = 0.36, Loss = 1.795
[2019-04-26 18:47] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 60581.24, Accuracy = 0.32, Loss = 1.761
[2019-04-26 18:47] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 61119.18, Accuracy = 0.39, Loss = 1.783
[2019-04-26 18:47] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 60670.24, Accuracy = 0.41, Loss = 1.766
[2019-04-26 18:47] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 60862.82, Accuracy = 0.41, Loss = 1.739
[2019-04-26 18:47] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 61251.67, Accuracy = 0.38, Loss = 1.753
[2019-04-26 18:47] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 60315.80, Accuracy = 0.29, Loss = 1.782
[2019-04-26 18:47] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 60766.37, Accuracy = 0.39, Loss = 1.774
[2019-04-26 18:47] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 61314.63, Accuracy = 0.38, Loss = 1.756
[2019-04-26 18:47] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 61167.93, Accuracy = 0.33, Loss = 1.768
[2019-04-26 18:47] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 61001.13, Accuracy = 0.34, Loss = 1.780
[2019-04-26 18:47] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 61160.96, Accuracy = 0.38, Loss = 1.733
[2019-04-26 18:47] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 60635.97, Accuracy = 0.34, Loss = 1.748
[2019-04-26 18:47] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 60547.07, Accuracy = 0.27, Loss = 1.722
[2019-04-26 18:47] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 61251.67, Accuracy = 0.38, Loss = 1.764
[2019-04-26 18:47] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 60918.07, Accuracy = 0.40, Loss = 1.740
[2019-04-26 18:47] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 60911.15, Accuracy = 0.34, Loss = 1.754
[2019-04-26 18:47] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 61490.20, Accuracy = 0.31, Loss = 1.716
[2019-04-26 18:47] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 61426.88, Accuracy = 0.33, Loss = 1.754
[2019-04-26 18:47] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 60410.81, Accuracy = 0.40, Loss = 1.758
[2019-04-26 18:47] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 61133.10, Accuracy = 0.41, Loss = 1.707
[2019-04-26 18:47] Train Step 0720/10000, Batch Size = 128, Examples/Sec = 61673.86, Accuracy = 0.42, Loss = 1.739
[2019-04-26 18:47] Train Step 0730/10000, Batch Size = 128, Examples/Sec = 61645.53, Accuracy = 0.30, Loss = 1.765
[2019-04-26 18:47] Train Step 0740/10000, Batch Size = 128, Examples/Sec = 61631.38, Accuracy = 0.41, Loss = 1.722
[2019-04-26 18:47] Train Step 0750/10000, Batch Size = 128, Examples/Sec = 61223.73, Accuracy = 0.38, Loss = 1.697
[2019-04-26 18:47] Train Step 0760/10000, Batch Size = 128, Examples/Sec = 61035.80, Accuracy = 0.42, Loss = 1.697
[2019-04-26 18:47] Train Step 0770/10000, Batch Size = 128, Examples/Sec = 61105.27, Accuracy = 0.41, Loss = 1.708
[2019-04-26 18:47] Train Step 0780/10000, Batch Size = 128, Examples/Sec = 61042.74, Accuracy = 0.38, Loss = 1.709
[2019-04-26 18:47] Train Step 0790/10000, Batch Size = 128, Examples/Sec = 61008.06, Accuracy = 0.38, Loss = 1.736
[2019-04-26 18:47] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 61560.71, Accuracy = 0.45, Loss = 1.704
[2019-04-26 18:47] Train Step 0810/10000, Batch Size = 128, Examples/Sec = 61546.59, Accuracy = 0.34, Loss = 1.691
[2019-04-26 18:47] Train Step 0820/10000, Batch Size = 128, Examples/Sec = 61758.99, Accuracy = 0.39, Loss = 1.745
[2019-04-26 18:47] Train Step 0830/10000, Batch Size = 128, Examples/Sec = 61342.65, Accuracy = 0.36, Loss = 1.709
[2019-04-26 18:47] Train Step 0840/10000, Batch Size = 128, Examples/Sec = 61300.63, Accuracy = 0.38, Loss = 1.679
[2019-04-26 18:47] Train Step 0850/10000, Batch Size = 128, Examples/Sec = 61188.84, Accuracy = 0.50, Loss = 1.664
[2019-04-26 18:47] Train Step 0860/10000, Batch Size = 128, Examples/Sec = 61153.99, Accuracy = 0.45, Loss = 1.672
[2019-04-26 18:47] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 61112.23, Accuracy = 0.44, Loss = 1.701
[2019-04-26 18:47] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 61638.45, Accuracy = 0.53, Loss = 1.624
[2019-04-26 18:47] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 61610.16, Accuracy = 0.37, Loss = 1.691
[2019-04-26 18:47] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 61511.33, Accuracy = 0.44, Loss = 1.679
[2019-04-26 18:47] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 53134.49, Accuracy = 0.45, Loss = 1.652
[2019-04-26 18:47] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 61119.18, Accuracy = 0.44, Loss = 1.593
[2019-04-26 18:47] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 56841.81, Accuracy = 0.37, Loss = 1.681
[2019-04-26 18:47] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 61314.63, Accuracy = 0.39, Loss = 1.679
[2019-04-26 18:47] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 61028.86, Accuracy = 0.41, Loss = 1.687
[2019-04-26 18:47] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 61077.46, Accuracy = 0.40, Loss = 1.624
[2019-04-26 18:47] Train Step 0970/10000, Batch Size = 128, Examples/Sec = 61070.52, Accuracy = 0.37, Loss = 1.714
[2019-04-26 18:47] Train Step 0980/10000, Batch Size = 128, Examples/Sec = 61153.99, Accuracy = 0.45, Loss = 1.661
[2019-04-26 18:47] Train Step 0990/10000, Batch Size = 128, Examples/Sec = 61105.27, Accuracy = 0.42, Loss = 1.629
[2019-04-26 18:47] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 61511.33, Accuracy = 0.40, Loss = 1.675
